0.000000000000000000e+00 1.147874464449318177e+00
0.000000000000000000e+00 2.299526559115852908e+00
1.000000000000000000e+00 2.637859623455245384e+00
1.000000000000000000e+00 2.918185832882887354e+00
1.000000000000000000e+00 3.162753172260893919e+00
2.000000000000000000e+00 3.382472652146878644e+00
2.000000000000000000e+00 3.583641545984571408e+00
2.000000000000000000e+00 3.770280720434087129e+00
2.000000000000000000e+00 3.945141519869071800e+00
2.000000000000000000e+00 4.110204137667642144e+00
3.000000000000000000e+00 4.266949761009390940e+00
3.000000000000000000e+00 4.416520523166026280e+00
3.000000000000000000e+00 4.559819057391262476e+00
3.000000000000000000e+00 4.697573372609063824e+00
3.000000000000000000e+00 4.830380755688171490e+00
3.000000000000000000e+00 4.958738432720618761e+00
3.000000000000000000e+00 5.083065564016241211e+00
4.000000000000000000e+00 5.203719389883843860e+00
4.000000000000000000e+00 5.321007322383682236e+00
4.000000000000000000e+00 5.435196161479119326e+00
4.000000000000000000e+00 5.546519229509446092e+00
4.000000000000000000e+00 5.655181971181022504e+00
4.000000000000000000e+00 5.761366404112248318e+00
4.000000000000000000e+00 5.865234695688783972e+00
4.000000000000000000e+00 5.966932067112967530e+00
4.000000000000000000e+00 6.066589173119755429e+00
5.000000000000000000e+00 6.164324068604813078e+00
5.000000000000000000e+00 6.260243846552334901e+00
5.000000000000000000e+00 6.354446012005723787e+00
5.000000000000000000e+00 6.447019642274547380e+00
5.000000000000000000e+00 6.538046372667736250e+00
5.000000000000000000e+00 6.627601238784514237e+00
5.000000000000000000e+00 6.715753400076089008e+00
5.000000000000000000e+00 6.802566764512000930e+00
5.000000000000000000e+00 6.888100530384953402e+00
5.000000000000000000e+00 6.972409658303483582e+00
5.000000000000000000e+00 7.055545284060826816e+00
6.000000000000000000e+00 7.137555081186704342e+00
6.000000000000000000e+00 7.218483580479471584e+00
6.000000000000000000e+00 7.298372452597128301e+00
6.000000000000000000e+00 7.377260758796538198e+00
6.000000000000000000e+00 7.455185174101281120e+00
6.000000000000000000e+00 7.532180186515454068e+00
6.000000000000000000e+00 7.608278275352610365e+00
6.000000000000000000e+00 7.683510071294975319e+00
6.000000000000000000e+00 7.757904500419655847e+00
6.000000000000000000e+00 7.831488914112071598e+00
6.000000000000000000e+00 7.904289206520672906e+00
6.000000000000000000e+00 7.976329920982870192e+00
6.000000000000000000e+00 8.047634346661915572e+00
7.000000000000000000e+00 8.118224606473290805e+00
7.000000000000000000e+00 8.188121737241203846e+00
7.000000000000000000e+00 8.257345762908400388e+00
7.000000000000000000e+00 8.325915761521081038e+00
7.000000000000000000e+00 8.393849926623801139e+00
7.000000000000000000e+00 8.461165623624324894e+00
7.000000000000000000e+00 8.527879441622857826e+00
7.000000000000000000e+00 8.594007241144097975e+00
