0.000000000000000000e+00 4.999999999999968914e-01
0.000000000000000000e+00 1.357676673945891199e+00
1.000000000000000000e+00 1.765429505165182267e+00
1.000000000000000000e+00 2.080236697496651743e+00
1.000000000000000000e+00 2.346328181836778271e+00
1.000000000000000000e+00 2.581105807125102736e+00
2.000000000000000000e+00 2.793563138314317129e+00
2.000000000000000000e+00 2.989068072579852853e+00
2.000000000000000000e+00 3.171129439634523095e+00
2.000000000000000000e+00 3.342190270632814375e+00
2.000000000000000000e+00 3.504032559772202404e+00
2.000000000000000000e+00 3.658003509256033681e+00
3.000000000000000000e+00 3.805150988664053102e+00
3.000000000000000000e+00 3.946309124623098796e+00
3.000000000000000000e+00 4.082154779111252907e+00
3.000000000000000000e+00 4.213246175302661101e+00
3.000000000000000000e+00 4.340050119079499780e+00
3.000000000000000000e+00 4.462961680197352621e+00
3.000000000000000000e+00 4.582318738996008278e+00
4.000000000000000000e+00 4.698412946727010819e+00
4.000000000000000000e+00 4.811498124428460699e+00
4.000000000000000000e+00 4.921796796102842819e+00
4.000000000000000000e+00 5.029505339053383040e+00
4.000000000000000000e+00 5.134798093146951459e+00
4.000000000000000000e+00 5.237830675216223142e+00
4.000000000000000000e+00 5.338742678797011365e+00
4.000000000000000000e+00 5.437659893088724772e+00
4.000000000000000000e+00 5.534696141754814391e+00
4.000000000000000000e+00 5.629954818306757147e+00
5.000000000000000000e+00 5.723530177093998361e+00
5.000000000000000000e+00 5.815508425830913097e+00
5.000000000000000000e+00 5.905968655723434324e+00
5.000000000000000000e+00 5.994983637762295814e+00
5.000000000000000000e+00 6.082620507991393310e+00
5.000000000000000000e+00 6.168941360106295235e+00
5.000000000000000000e+00 6.254003760253283417e+00
5.000000000000000000e+00 6.337861196161227895e+00
5.000000000000000000e+00 6.420563470563301678e+00
5.000000000000000000e+00 6.502157047126672751e+00
5.000000000000000000e+00 6.582685355716762388e+00
5.000000000000000000e+00 6.662189062690536900e+00
6.000000000000000000e+00 6.740706310993253680e+00
6.000000000000000000e+00 6.818272934082109771e+00
6.000000000000000000e+00 6.894922647084030132e+00
6.000000000000000000e+00 6.970687218075980240e+00
6.000000000000000000e+00 7.045596621963916562e+00
6.000000000000000000e+00 7.119679179066359609e+00
6.000000000000000000e+00 7.192961680226957810e+00
6.000000000000000000e+00 7.265469500017118776e+00
6.000000000000000000e+00 7.337226699392381590e+00
6.000000000000000000e+00 7.408256118970044213e+00
6.000000000000000000e+00 7.478579463966077867e+00
6.000000000000000000e+00 7.548217381674177773e+00
6.000000000000000000e+00 7.617189532278153763e+00
7.000000000000000000e+00 7.685514653686063014e+00
7.000000000000000000e+00 7.753210620986834556e+00
7.000000000000000000e+00 7.820294501069760429e+00
7.000000000000000000e+00 7.886782602876081683e+00
7.000000000000000000e+00 7.952690523705754799e+00
7.000000000000000000e+00 8.018033191943700899e+00
7.000000000000000000e+00 8.082824906550285959e+00
7.000000000000000000e+00 8.147079373597250651e+00
7.000000000000000000e+00 8.210809740129192846e+00
7.000000000000000000e+00 8.274028625566288042e+00
7.000000000000000000e+00 8.336748150889945919e+00
7.000000000000000000e+00 8.398979965771104617e+00
7.000000000000000000e+00 8.460735273839006254e+00
7.000000000000000000e+00 8.522024856229108991e+00
7.000000000000000000e+00 8.582859093557772212e+00
7.000000000000000000e+00 8.643247986448557185e+00
8.000000000000000000e+00 8.703201174727965395e+00
8.000000000000000000e+00 8.762727955387560996e+00
8.000000000000000000e+00 8.821837299415108191e+00
